image_url,caption_title_and_reference_description,cleaned_caption
https://upload.wikimedia.org/wikipedia/commons/3/30/Eng1966_football_shirt.jpeg,England national football team [SEP] England shirt for the 1966 World Cup final,England national football team England shirt for the 1966 World Cup final
https://upload.wikimedia.org/wikipedia/commons/5/59/Garlicbread.jpg,Garlic bread [SEP] A common variation of garlic bread,Garlic bread A common variation of garlic bread
https://upload.wikimedia.org/wikipedia/commons/5/5c/Swinyard_Hill_-_geograph.org.uk_-_906958.jpg,Swinyard Hill [SEP] Swinyard Hill,Swinyard Hill Swinyard Hill
https://upload.wikimedia.org/wikipedia/commons/3/36/%CE%A4%CE%BF_%CE%B1%CF%81%CF%87%CE%B1%CE%B9%CE%BF_%CE%B8%CE%AD%CE%B1%CF%84%CF%81%CE%BF_%CF%84%CE%B7%CF%82_%CF%80%CF%8C%CE%BB%CE%B7%CF%82_%CE%BA%CE%B1%CE%B9_%CE%BF_%CF%80%CE%B5%CE%B6%CF%8C%CE%B4%CF%81%CE%BF%CE%BC%CE%BF%CF%82_%CE%B4%CE%AF%CF%80%CE%BB%CE%B1_%CF%84%CE%BF%CF%85.jpg,Larissa [SEP] Sidewalk beside the First Ancient theatre,Larissa Sidewalk beside the First Ancient theatre
https://upload.wikimedia.org/wikipedia/commons/1/10/Elvira_waving.jpg,Cassandra Peterson [SEP] Peterson as Elvira at the 2006 San Francisco Gay Pride parade,Cassandra Peterson Peterson as Elvira at the 2006 San Francisco Gay Pride parade
https://upload.wikimedia.org/wikipedia/commons/e/e5/Catherine_Pierce.jpg,The Pierces [SEP] ,The Pierces
https://upload.wikimedia.org/wikipedia/commons/4/4c/Tlaxiaco_clock.JPG,Tlaxiaco District [SEP] Clock tower in Tlaxiaco,Tlaxiaco District Clock tower in Tlaxiaco
https://upload.wikimedia.org/wikipedia/commons/f/f8/Municipalidad_de_Atyra.jpg,Atyrá [SEP] Municipality of Atyra,Atyr Municipality of Atyra
https://upload.wikimedia.org/wikipedia/commons/f/f4/AnnetteOTooleKidding2020.png,Annette O'Toole [SEP] Annette O'Toole in a 2020 episode of the series Kidding,Annette OToole Annette OToole in a 2020 episode of the series Kidding
https://upload.wikimedia.org/wikipedia/commons/4/45/Polyethylene_repeat_unit.svg,"Ultra-high-molecular-weight polyethylene [SEP] Structure of UHMWPE, with n greater than 100,000",Ultrahighmolecularweight polyethylene Structure of UHMWPE with n greater than 100000
http://upload.wikimedia.org/wikipedia/commons/5/52/Mount_Ellinor%2C_Mount_Washington_Panorama.jpg,"Mason County, Washington [SEP] Peak of Mount Ellinor in the Olympic Mountains of Mason County",Mason County Washington Peak of Mount Ellinor in the Olympic Mountains of Mason County
https://upload.wikimedia.org/wikipedia/commons/f/ff/Guru_Ji.png,Guru Nanak Dev [SEP] Guru Nanak Dev,Guru Nanak Dev Guru Nanak Dev
https://upload.wikimedia.org/wikipedia/commons/d/d0/Reza_Hekmat.jpg,List of speakers of the Parliament of Iran [SEP] ,List of speakers of the Parliament of Iran
http://upload.wikimedia.org/wikipedia/commons/3/31/Johnson_County_Illinois_1816.png,"Johnson County, Illinois [SEP] ",Johnson County Illinois
https://upload.wikimedia.org/wikipedia/commons/c/ca/Invincible_divine_flying_cannon_1584_-_naval_gun.png,Gunpowder weapons in the Ming dynasty [SEP] ,Gunpowder weapons in the Ming dynasty
https://upload.wikimedia.org/wikipedia/commons/f/fc/Goose-goslin.jpg,"List of Major League Baseball players to hit for the cycle [SEP] Goose Goslin hit for the cycle on August 28, 1924 for the Washington Senators.",List of Major League Baseball players to hit for the cycle Goose Goslin hit for the cycle on August 28 1924 for the Washington Senators
http://upload.wikimedia.org/wikipedia/commons/b/bc/2005-08-11_Kiev_Pechersk_Lavra_163.JPG,List of buildings of pre-Mongol Rus [SEP] ,List of buildings of preMongol Rus
http://upload.wikimedia.org/wikipedia/commons/5/58/Tangyuan-small.JPG,List of rice dishes [SEP] ,List of rice dishes
https://upload.wikimedia.org/wikipedia/commons/1/1f/Melbourne-steam-hauled-suburban.jpg,Railways in Melbourne [SEP] Steam-hauled suburban train departing North Melbourne station for Sunshine,Railways in Melbourne Steamhauled suburban train departing North Melbourne station for Sunshine
https://upload.wikimedia.org/wikipedia/commons/c/c3/15_Victoria.jpg,"Krzysztof Bednarski [SEP] Victoria-Victoria, 1983, marble",Krzysztof Bednarski VictoriaVictoria 1983 marble
https://upload.wikimedia.org/wikipedia/commons/1/16/CambodianBuddha.JPG,History of Asian art [SEP] ,History of Asian art
https://upload.wikimedia.org/wikipedia/commons/c/c3/%D0%97%D0%B5%D0%BD%D0%B8%D1%86%D0%B0_20190728_191210.jpg,Zenica [SEP] ,Zenica
https://upload.wikimedia.org/wikipedia/commons/3/30/Faltschachteln_mit_integriertem_RFID-Tag.jpg,Active packaging [SEP] RFID chip built into drug package,Active packaging RFID chip built into drug package
https://upload.wikimedia.org/wikipedia/commons/0/0b/Phlox_maculata_NRCS-1.jpg,Phlox maculata [SEP] ,Phlox maculata
https://upload.wikimedia.org/wikipedia/commons/0/08/Ambergris_Caye_from_space.jpg,Ambergris Caye [SEP] Ambergris Caye photographed from the International Space Station,Ambergris Caye Ambergris Caye photographed from the International Space Station
https://upload.wikimedia.org/wikipedia/commons/0/07/MaypopFlowerBBee.jpg,Passiflora incarnata [SEP] ,Passiflora incarnata
https://upload.wikimedia.org/wikipedia/commons/4/45/Nicola_Perscheid_-_Max_Landa.jpg,Max Landa [SEP] Landa photographed in 1920 by Nicola Perscheid,Max Landa Landa photographed in 1920 by Nicola Perscheid
https://upload.wikimedia.org/wikipedia/commons/d/d4/Empress_Michiko_cropped_20140424.jpg,Empress Michiko [SEP] Empress Michiko in 2014,Empress Michiko Empress Michiko in 2014
https://upload.wikimedia.org/wikipedia/commons/7/7d/Inchmurrin_Island_southern_end_with_Castle_remains._-_geograph.org.uk_-_207070.jpg,List of castles in West Dunbartonshire [SEP] ,List of castles in West Dunbartonshire
https://upload.wikimedia.org/wikipedia/commons/a/aa/Pieter_Bruegel_The_Peasant_Dance.jpg,List of paintings by Pieter Bruegel the Elder [SEP] ,List of paintings by Pieter Bruegel the Elder
https://upload.wikimedia.org/wikipedia/commons/0/03/Joe_Wheeler_State_Park_Resort%2C_northern_Alabama_USA_%284892663260%29.jpg,List of Alabama state parks [SEP] ,List of Alabama state parks
https://upload.wikimedia.org/wikipedia/commons/9/97/Roewe_RX3_03.jpg,Roewe RX3 [SEP] ,Roewe RX3
http://upload.wikimedia.org/wikipedia/commons/a/ac/RugbyPitchMetricDetailed.svg,Comparison of rugby league and rugby union [SEP] A rugby union pitch,Comparison of rugby league and rugby union A rugby union pitch
https://upload.wikimedia.org/wikipedia/commons/8/82/Chelsea_Local_Pearl_River_Mart_2017.jpg,Chelsea Market [SEP] ,Chelsea Market
https://upload.wikimedia.org/wikipedia/commons/e/ec/Dawn_French_4.jpg,Dawn French [SEP] French at the 2005 Make Poverty History march.,Dawn French French at the 2005 Make Poverty History march
https://upload.wikimedia.org/wikipedia/commons/1/16/Solidago_lepida_3528.JPG,Leptura obliterata [SEP] ,Leptura obliterata
https://upload.wikimedia.org/wikipedia/commons/2/2e/Spin_400x400.png,SPIN 1038 [SEP] ,SPIN 1038
https://upload.wikimedia.org/wikipedia/commons/4/49/Leimena_Nasional_1_Jul_1960_p1.jpg,Johannes Leimena [SEP] Leimena as Deputy First Minister giving an airman his wings.,Johannes Leimena Leimena as Deputy First Minister giving an airman his wings
https://upload.wikimedia.org/wikipedia/commons/a/aa/Anne_Clifford.jpg,Pendragon Castle [SEP] Lady Anne Clifford,Pendragon Castle Lady Anne Clifford
https://upload.wikimedia.org/wikipedia/commons/c/ca/Thame_Park_Geograph-3434777-by-Des-Blenkinsopp.jpg,Grade I listed buildings in South Oxfordshire [SEP] ,Grade I listed buildings in South Oxfordshire
https://upload.wikimedia.org/wikipedia/commons/1/18/Singleforwiki.png,Perturbed angular correlation [SEP] Single spectra in 90° and 180° showing the perturbation effect.,Perturbed angular correlation Single spectra in 90 and 180 showing the perturbation effect
https://upload.wikimedia.org/wikipedia/commons/f/f7/Robert_Schwentke_%282018%29.jpg,Robert Schwentke [SEP] Robert Schwentke in 2018.,Robert Schwentke Robert Schwentke in 2018
https://upload.wikimedia.org/wikipedia/commons/b/bb/Wada_beach_1.JPG,100 Landscapes of Japan (Shōwa period) [SEP] ,100 Landscapes of Japan Shwa period
https://upload.wikimedia.org/wikipedia/commons/3/37/Tom_Drohan.jpg,Tom Drohan [SEP] ,Tom Drohan
https://upload.wikimedia.org/wikipedia/commons/6/6f/San_Francisco_Conservatory_of_Flowers.jpg,Floral clock [SEP] ,Floral clock
https://upload.wikimedia.org/wikipedia/commons/a/ae/1969_Chevrolet_Chevelle_Nomad.jpg,List of Chevrolet vehicles [SEP] ,List of Chevrolet vehicles
https://upload.wikimedia.org/wikipedia/commons/2/2c/Skipjack_tuna_%28Katsuwonus_pelamis%29_in_a_Philippine_fish_market.jpg,Skipjack tuna [SEP] ,Skipjack tuna
https://upload.wikimedia.org/wikipedia/commons/8/81/RR5012-0002R_BU_%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D0%B5-%D0%A1%D0%B5%D1%80%D0%B3%D0%B8%D0%B5%D0%B2%D0%B0_%D0%BB%D0%B0%D0%B2%D1%80%D0%B0%2C_%D0%B3._%D0%A1%D0%B5%D1%80%D0%B3%D0%B8%D0%B5%D0%B2_%D0%9F%D0%BE%D1%81%D0%B0%D0%B4.png,List of commemorative coins of Russia (1993) [SEP] ,List of commemorative coins of Russia 1993
https://upload.wikimedia.org/wikipedia/commons/0/0b/Yambol-church-Saint-George-6.jpg,Yambol [SEP] ,Yambol
https://upload.wikimedia.org/wikipedia/commons/8/8a/Lord_Thomas_Strickland_Standish_%281763-1813%29.jpg,Standish family [SEP] Portrait of Thomas Strickland Standish (1763-1813) by Joseph Allen.,Standish family Portrait of Thomas Strickland Standish 17631813 by Joseph Allen
https://upload.wikimedia.org/wikipedia/commons/c/c3/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%9D%D0%93%D0%A3%D0%AD%D0%A3_14.jpg,Novosibirsk State University of Economics and Management [SEP] NSUEM graduates,Novosibirsk State University of Economics and Management NSUEM graduates
https://upload.wikimedia.org/wikipedia/commons/4/44/Free_the_weed.jpg,"Youth International Party [SEP] Banner at Halloween Yippie Smoke-In, Columbus, Ohio, 1978",Youth International Party Banner at Halloween Yippie SmokeIn Columbus Ohio 1978
https://upload.wikimedia.org/wikipedia/commons/8/8b/Connor_Wickham_England_U21.jpg,Connor Wickham [SEP] Wickham playing for England Under 21s in 2012,Connor Wickham Wickham playing for England Under 21s in 2012
https://upload.wikimedia.org/wikipedia/commons/b/b9/Salvation_Army_Citadel%2C_Bayhall_Road%2C_Tunbridge_Wells.JPG,List of places of worship in Tunbridge Wells (borough) [SEP] ,List of places of worship in Tunbridge Wells borough
https://upload.wikimedia.org/wikipedia/commons/9/9c/Suddhodna_seated_on_a_throne_Roundel_2_ivory_tusk.jpg,Śuddhodana [SEP] Śuddhodana,uddhodana uddhodana
https://upload.wikimedia.org/wikipedia/commons/e/eb/Black-naped_Monarch_%28Hypothymis_puella_puella%29_female_on_nest.jpg,Pale-blue monarch [SEP] ,Paleblue monarch
https://upload.wikimedia.org/wikipedia/commons/a/a9/CivertanNagyvazsony2.jpg,Nagyvázsony [SEP] ,Nagyvzsony
https://upload.wikimedia.org/wikipedia/commons/a/ab/NWSmarinezones.gif,National Hurricane Center [SEP] The National Weather Service areas of marine weather forecasting responsibility,National Hurricane Center The National Weather Service areas of marine weather forecasting responsibility
https://upload.wikimedia.org/wikipedia/commons/e/e3/Omaha_Mayor_Mike_Fahey.jpg,2001 Omaha mayoral election [SEP] ,2001 Omaha mayoral election
https://upload.wikimedia.org/wikipedia/commons/d/d6/Signatura_Montilla.jpg,José Montilla [SEP] ,Jos Montilla
https://upload.wikimedia.org/wikipedia/commons/7/79/ElectricLoco_chs6-010.jpg,Electrification of Saint Petersburg Railway Division [SEP] ,Electrification of Saint Petersburg Railway Division
https://upload.wikimedia.org/wikipedia/commons/d/dd/Bentley_Speed_8_at_Coventry_Motor_Museum.jpg,Bentley Speed 8 [SEP] Bentley EXP Speed 8 at Coventry Motor Museum,Bentley Speed 8 Bentley EXP Speed 8 at Coventry Motor Museum
https://upload.wikimedia.org/wikipedia/commons/7/76/Cameron_McGlenn.jpg,Cameron McGlenn [SEP] McGlenn in 2017,Cameron McGlenn McGlenn in 2017
https://upload.wikimedia.org/wikipedia/commons/1/11/Princes_Building%2C_Manchester.jpg,Listed buildings in Manchester-M2 [SEP] ,Listed buildings in ManchesterM2
http://upload.wikimedia.org/wikipedia/commons/7/78/Vroom%E2%80%93Yetton_Leader_Styles.svg,Vroom–Yetton decision model [SEP] Leader Styles,VroomYetton decision model Leader Styles
https://upload.wikimedia.org/wikipedia/commons/a/ac/Mosteiro_da_Batalha_-_Claustro_2.jpg,"Afonso, Prince of Portugal [SEP] Cloister of Batalha Monastery",Afonso Prince of Portugal Cloister of Batalha Monastery
https://upload.wikimedia.org/wikipedia/commons/f/f5/Second_Battle_of_Dernancourt_%28Bean_p._409%29.jpg,Second Battle of Dernancourt [SEP] Map of the German plan of attack,Second Battle of Dernancourt Map of the German plan of attack
https://upload.wikimedia.org/wikipedia/commons/5/5c/Bandera_de_la_II_Rep%C3%BAblica_Espa%C3%B1ola.PNG,181st Mixed Brigade [SEP] Military flag of the Popular Army,181st Mixed Brigade Military flag of the Popular Army
https://upload.wikimedia.org/wikipedia/commons/2/20/Richard_Bergeron_2013.jpg,2005 Montreal municipal election [SEP] ,2005 Montreal municipal election
https://upload.wikimedia.org/wikipedia/commons/8/83/Terebra_formosa_shell.png,Terebra formosa [SEP] ,Terebra formosa
http://upload.wikimedia.org/wikipedia/commons/3/37/Heier%27s_Hotel.jpg,"National Register of Historic Places listings in Center Township, Marion County, Indiana [SEP] ",National Register of Historic Places listings in Center Township Marion County Indiana
https://upload.wikimedia.org/wikipedia/commons/0/03/Montreal_metro_Jarry.jpg,Jarry station [SEP] Inside Jarry station,Jarry station Inside Jarry station
https://upload.wikimedia.org/wikipedia/commons/6/69/Medieval_pilgrim_badge_%28FindID_482380%29.jpg,Pilgrim badge [SEP] A medieval cast lead alloy monogram of Maria pilgrim badge. The badge is in the shape of a Lombardic 'm' with crown above. The crown is formed of three projections; the two outer projections are trefoil and the central is a single collared knop. The outline of the 'm' has a beaded border and in the gaps between the columns of the 'm' the casting seam can be seen. The reverse of the badge is plain; the catchplate has survived intact but only the stump of the pin remains,Pilgrim badge A medieval cast lead alloy monogram of Maria pilgrim badge The badge is in the shape of a Lombardic m with crown above The crown is formed of three projections the two outer projections are trefoil and the central is a single collared knop The outline of the m has a beaded border and in the gaps between the columns of the m the casting seam can be seen The reverse of the badge is plain the catchplate has survived intact but only the stump of the pin remains
http://upload.wikimedia.org/wikipedia/commons/2/2c/Almog_IL2_Movil.jpg,National Water Carrier of Israel [SEP] The National Water Carrier near Beit Netofa,National Water Carrier of Israel The National Water Carrier near Beit Netofa
https://upload.wikimedia.org/wikipedia/commons/6/69/Official_portrait_of_Viscount_Astor.jpg,"William Astor, 4th Viscount Astor [SEP] ",William Astor 4th Viscount Astor
https://upload.wikimedia.org/wikipedia/commons/5/5f/B%C3%A4lgvikens_stationshus.JPG,Bälgviken [SEP] ,Blgviken
https://upload.wikimedia.org/wikipedia/commons/5/53/CH_Renaissance_Hopeful_Impulse.jpg,Poodle [SEP] A black Miniature poodle in a dog show clip.,Poodle A black Miniature poodle in a dog show clip
https://upload.wikimedia.org/wikipedia/commons/6/61/Capilla_Mayor_Rejer%C3%ADa.jpg,Toledo Cathedral [SEP] The chapel screen in the foreground,Toledo Cathedral The chapel screen in the foreground
https://upload.wikimedia.org/wikipedia/commons/f/fb/17_-_Get%C3%BAlio_Dorneles_Vargas_1951_derivative.jpg,Presidential elections in Brazil [SEP] ,Presidential elections in Brazil
https://upload.wikimedia.org/wikipedia/commons/8/8b/Encontro_com_o_Senhor_Donald_Trump%2C_Presidente_dos_Estados_Unidos_da_Am%C3%A9rica_%2847422559941%29.jpg,"List of international presidential trips made by Jair Bolsonaro [SEP] Bolsonaro with U.S. President Donald Trump at the White House, March 2019",List of international presidential trips made by Jair Bolsonaro Bolsonaro with US President Donald Trump at the White House March 2019
https://upload.wikimedia.org/wikipedia/commons/5/5f/%E8%BA%AB%E5%BB%B6%E5%B1%B1%E4%B9%85%E9%81%A0%E5%AF%BA_-_panoramio.jpg,Kuon-ji [SEP] ,Kuonji
https://upload.wikimedia.org/wikipedia/commons/6/67/R.E.M._at_Stadio_Euganeo%2C_Padova%2C_Italy%2C_2003-07-22_04.jpg,"R.E.M. [SEP] R.E.M. in concert in Padua, Italy, in July 2003. From left to right: Mike Mills (partially cropped), Michael Stipe, touring drummer Bill Rieflin, and Peter Buck",REM REM in concert in Padua Italy in July 2003 From left to right Mike Mills partially cropped Michael Stipe touring drummer Bill Rieflin and Peter Buck
https://upload.wikimedia.org/wikipedia/commons/d/d5/John_Andrews_Building_Scarborough_2010_%282%29.jpg,"University of Toronto Scarborough [SEP] Looking west: Science Wing ahead, Bladen Building on the left, and the Arts and Administration Building on the right.",University of Toronto Scarborough Looking west Science Wing ahead Bladen Building on the left and the Arts and Administration Building on the right
https://upload.wikimedia.org/wikipedia/commons/a/a0/Magallanes-devonshire.png,Chilean corvette Magallanes (1873) [SEP] ,Chilean corvette Magallanes 1873
https://upload.wikimedia.org/wikipedia/commons/2/2b/University_of_North_Dakota_School_of_Medicine.jpg,University of North Dakota School of Medicine and Health Sciences [SEP] University of North Dakota School of Medicine and Health Sciences main building.,University of North Dakota School of Medicine and Health Sciences University of North Dakota School of Medicine and Health Sciences main building
